Molecule name,Electronic state,Reduced mass,Te cm^{-1},omega_e cm^{-1},omega_ex_e cm^{-1},Be cm^{-1},alpha_e cm^{-1},De 10^{-7}cm^{-1},Re \AA,D0 eV,IP eV,Reference,Date of reference
H'2,G ${ }^{1} \Sigma_{g}^{+} \ 3 d \sigma$,1.00705111,112893,1440.8,,,,,,4.5532,15.4666,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
H'2,I ${}^1 \Pi _{g} \ 3 d \pi$,1.00705111,113081.5,1600.14,39.42,14.739,0.526,25000,1.0657,4.5532,15.4666,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
H'2,D ${ }^{1} \Pi_{ u } \ 3p \pi$,1.00705111,113914,1667.6,33.343,,0.54,50000,1.053,4.5532,15.4666,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
H'2,M ${ }^{1} \Sigma_{g}^{+}$,1.00705111,114504.5,,0,,,,2.06,4.5532,15.4666,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
H'2,"B"" ${ }^{1} \Sigma_{u}^{+} 4 p \sigma$",1.00705111,117970.7,1563.02,35.416,,0.3842,2400,1.106,4.5532,15.4666,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
H'2,D' ${ }^{1} \Pi_{u} \ 4 p \pi$,1.00705111,118887.9,1653.15,33.35,,0.5508,32300,1.055,4.5532,15.4666,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
H'2,"D"" ${ }^1 \Pi_{u} 5 \pi$",1.00705111,121227.5,1648.68,33.638,,0.6521,70400,1.0517,4.5532,15.4666,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
H'2,c $^3  \Pi_{u} \ 2p \pi$,1.00705111,96731.8,,,15.305,,51400,1.0458,4.5532,15.4666,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
H'2,a $^3 \Sigma_{g}^{+} 2 s \sigma$,1.00705111,95958.08,1885.84,35.96,17.109,0.606,55000,0.9891,4.5532,15.4666,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
H'2,e $^3 \Sigma_{u}^{+} 3 p \sigma$,1.00705111,107774,1556.64,34.51,13.856,0.451,40000,1.0991,4.5532,15.4666,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
H'2,d $^3 \Pi_{u} 3 p \pi$,1.00705111,112729.8,1678.22,32.94,15.2,0.552,49000,1.0494,4.5532,15.4666,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
H'2,g $^3 \Sigma_{g}^{+} 3 d \sigma$,1.00705111,112856,1511.3,,,,,,4.5532,15.4666,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
H'2,i $^3 \Pi_{g} 3 d \pi$,1.00705111,113093,1541.9,,,,,,4.5532,15.4666,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
H'2,f $^3 \Sigma_{ u }^{+} 4 p \sigma$,1.00705111,116640,1618,32.8,14.66,0.62,,1.069,4.5532,15.4666,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
H'2,k $^3 \Pi_{u} \ 4 p \pi$,1.00705111,118396.7,1658.85,33.88,15.075,0.566,46000,1.0538,4.5532,15.4666,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
H'2,n $^3 \Pi_{u} \ 5 p \pi$,1.00705111,120976.9,1652.73,34.25,15.04,0.56,53000,1.055,4.5532,15.4666,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
H'2,u $^3 \Pi_{u} \ 6 p \pi$,1.00705111,122365.6,1649.03,35.13,15.036,0.587,53000,1.0551,4.5532,15.4666,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
H2,$u {}^{3} \mathrm{\Pi}_{\mathrm{u}} 6 \mathrm{p\pi}$,0.50391261,123488,,,29.3,,230000,1.069,4.47813,15.42589,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
H2,$t^{d} \hspace{2mm} {}^{3} \Sigma_{u}^{+} \hspace{2mm} 5 f \sigma$,0.50391261,121292,2661.4,121.9,,,,,4.47813,15.42589,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
H2,$\mathrm{q}^{\mathrm{d}}\left({ }^{3} \Sigma_{\mathrm{g}}^{+}\right) 5 \mathrm{~d} \sigma$,0.50391261,121295,2172.6,,,,,,4.47813,15.42589,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
H2,$m^{h} \hspace{2mm}{}^{3} \Sigma_{u}^{+} \hspace{2mm}4 f \sigma$,0.50391261,119317,2457.1,,,,,,4.47813,15.42589,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
H2,s $3_{\Delta_{g}} \ 4 \mathrm{~d} \delta$,0.50391261,118875.2,2291.7,62.44,,,,,4.47813,15.42589,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
H2,$r \quad {}^{3}{\Pi}^{+}_{g} 4 \mathrm{~d} \pi$,0.50391261,118613.7,2280,57.96,,,,,4.47813,15.42589,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
H2,$\mathrm{p} \quad { }^{3} {\Sigma}_{g}^{+} 4 \mathrm{~d} \sigma$,0.50391261,118509.8,2303.1,76.9,,,,,4.47813,15.42589,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
H2,$\mathrm{k} \quad 3_{\pi}{ }_{u} 4 \mathrm{p} \pi$,0.50391261,118366,22344.37,67.29,30.074,1.462,185000,1.0547,4.47813,15.42589,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
H2,f $\ { }^{3} \Sigma_{u}^{+} \ 4 \mathrm{p} \sigma$,0.50391261,116705,,,,,,1.11,4.47813,15.42589,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
H2,$o^{t} \ {}^{3}{\Sigma_{u}^{+}}$,0.50391261,114234,2399.1,91,35,,,0.98,4.47813,15.42589,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
H2,$l^{u} \ { }^{3} \Pi_{u}$,0.50391261,113825,2596.8,106,36,,,0.96,4.47813,15.42589,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
H2,j $\ { }^{3}\Delta_{g} \ 3 d \delta$,0.50391261,113533,,66.56,,1.692,190000,1.0545,4.47813,15.42589,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
H2,i ${}^{3}{\Pi}_{g} \ 3 d \pi$,0.50391261,113132,,67.05,,1.506,176000,1.07,4.47813,15.42589,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
H2,h ${}^{3} \Sigma_{g}^{+} 3s\sigma$,0.50391261,112913,2268.73,,30.62,,,1.045,4.47813,15.42589,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
H2,g ${}^{3} \Sigma_{g}^{+} 3 d \sigma$,0.50391261,112854.4,2290.86,105.43,,,,,4.47813,15.42589,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
H2,d ${}^{3}{\Pi}_{u} \ 3 p \pi$,0.50391261,112700.3,2371.58,66.27,30.364,1.545,191000,1.0496,4.47813,15.42589,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
H2,e ${ }^{3} \Sigma_{u}^{+} 3 p \sigma$,0.50391261,107774.7,2196.13,65.8,27.3,1.515,,1.107,4.47813,15.42589,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
H2,a ${ }^{3} \Sigma_{g}^{+} 2s \sigma$,0.50391261,95936.1,2664.83,71.65,34.216,1.671,216000,0.98879,4.47813,15.42589,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
H2,c ${ }^{3} \Pi _{ u } 2 pm$,0.50391261,95838.5,2466.89,63.51,31.07,1.425,195000,1.0376,4.47813,15.42589,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
H2,${ T }^{t} \ { }^{1} \Sigma_{g}^{+}$,0.50391261,119512.6,,,25.4,,,1.148,4.47813,15.42589,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
H2,$B^ {\prime \prime} \ { }^{1} \Sigma_{u}^{+} \ 4 p \sigma$,0.50391261,117984.5,2197.5,68.136,,,340000,1.1198,4.47813,15.42589,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
H2,$N \quad{ }^{I}{\Sigma_{g}^{+}} \ d$,0.50391261,116287,1983.3,,18.4,,,1.35,4.47813,15.42589,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
H2,$U \ \left({ }^{1} \Sigma_{g}^{+}\right) \ d$,0.50391261,116707.7,,,18.8,,,1.33,4.47813,15.42589,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
H2,$M \ {}^{1}{\Sigma}_g^{+} \ d$,0.50391261,114485,2176,,13,,,1.6,4.47813,15.42589,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
H2,$L \ { }^{1}\Sigma_{g}^{+} \ d$,0.50391261,114520,1835,,9.7,,,1.86,4.47813,15.42589,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
H2,$H^g \ {}^{1}\Sigma_g^{+} \ 3s\sigma$,0.50391261,113899,2538,124,29.5,,,1.065,4.47813,15.42589,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
H2,D ${ }^{1} \Pi_{u} 3?\pi$,0.50391261,113888.7,2359.91,,,,,1.0508,4.47813,15.42589,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
H2,${G}^{u} \ { }^{1} \Sigma_{g}^{+} \ 3 d \sigma$,0.50391261,112834,2343.9,,,,,1.085,4.47813,15.42589,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
H2,$K ^{ z }\left({ }^{1} \Sigma_{ g }^{+}\right)$,0.50391261,112669,2232.59,30,10.8,,,1.76,4.47813,15.42589,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
H2,$Q\left({ }^{1} \Pi_{g}\right)^{a}$,0.50391261,113163,742,,16.3,,,1.43,4.47813,15.42589,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
H2,$F \ {}^{1}\Sigma_{g}^{+}\ 2 p \sigma^{2}$,0.50391261,100911,1199,,,,,,4.47813,15.42589,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
H2,$B \ { }^{1} {\Sigma}_{u}^{+} \ 2 p \sigma$,0.50391261,91700,1358.09,20.888,,1.1845,162500,1.29282,4.47813,15.42589,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
H2,$X \ { }^{1} {\Sigma}_{g}^{+} \ 1 s \sigma^{2}$,0.50391261,0,4401.213,121.336,,3.0622,471000,0.74144,4.47813,15.42589,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
H2,n $3 \mathrm{\Pi}_{\mathrm{u}} 5 \mathrm{p\pi}$,0.50391261,120952.9,2321.4,62.86,29.95,1.24,230000,1.057,4.47813,15.42589,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
H2,v $\left({ }^{3} \Pi_{g}\right) \ {}^{o}$,0.50391261,118330,2340,57,29.1,,,1.072,4.47813,15.42589,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
HD,"X { }^{1} \Sigma_{g}^{+}
",0.666666667,0,3813.15,91.65,45.655,1.986,260500,0.74142,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-77
He2,X ${ }^{1} \Sigma_{g}^{+}$,2.00130163,0,,,,,9000,2.97,,22.223,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
He2,A $^{1} \Sigma_{u}^{+} \ 2 s \sigma$,2.00130163,146365,1861.33,35.28,7.7789,0.2166,5440,1.0406,,22.223,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
He2,B $^1 \Pi_{g} \ 2 p \pi$,2.00130163,149914,1765.76,34.39,7.403,0.216,5020,1.0667,,22.223,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
He2,C ${ }^{1} \Sigma_{g}^{+} \ 3 p \sigma$,2.00130163,157415,1653.43,41.04,7.052,0.215,5080,1.0929,,22.223,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
He2,D $^{1} \Sigma_{u}^{+} \ 3 s \sigma$,2.00130163,165085,1746.43,35.54,7.365,0.218,5240,1.0694,,22.223,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
He2,E $^{1} \Pi_{g} \ 3 p \pi$,2.00130163,165911,1721.19,34.76,7.2705,0.2156,5200,1.0764,,22.223,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
He2,F $^{1} \Sigma_{u}^{+} \ 3 d \sigma$,2.00130163,165813,1564.25,40,7.098,0.246,5210,1.0894,,22.223,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
He2,F $^1 \Pi_{u} \ 3 d \pi$,2.00130163,165971,1670.57,40.03,7.156,0.235,5240,1.0849,,22.223,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
He2,F $^1 \Delta_{u} \ 3 d \delta$,2.00130163,166304,1706.59,35.06,7.23,0.225,5200,1.0794,,22.223,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
He2,I $^l \Pi_{g} \ 4 p \pi$,2.00130163,172266,,,7.242,0.223,,1.078,,22.223,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
He2,J $^1 \Pi_{u} \ 4 d \pi$,2.00130163,172290,,,7.08,,5400,1.0908,,22.223,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
He2,J $^1 \Delta_{u} \ 4 d \delta$,2.001302,172416,,,7.097,,5000,1.0894,,22.223,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
He2,L $^{1} \Pi_{ g } \ 5 p \pi$,2.00130163,174794,,,7.23,0.222,,1.079,,22.223,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
He2,P ${ }^{1} \Pi_{g} \ 6 p \pi$,2.00130163,176160,,,7.22,0.22,,1.08,,22.223,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
He2,R ${ }^{1} \Pi_{g} \ 7 p \pi$,2.00130163,176983,,,7.22,0.22,,1.08,,22.223,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
He2,S ${ }^{l} \Pi_{ g } \ 8 p \pi$,2.00130163,177515,,,7.21,0.22,,1.081,,22.223,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
He2,a $^3 \Sigma_{u}^{+} \ 2 s \sigma$,2.00130163,144048,1808.56,38.21,7.7036,0.2281,5560,1.0457,,22.223,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
He2,b $3 \Pi _{ g } \ 2 p \pi$,2.00130163,148835,1769.07,35.02,7.4473,0.2196,5300,1.0635,,22.223,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
He2,c $^3 \Sigma_{g}^{+} \ 3 p \sigma$,2.00130163,155053,1583.85,52.74,7.0048,0.3105,5560,1.0966,,22.223,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
He2,d $^3 \Sigma_{u}^{+} \ 3 s \sigma$,2.00130163,164479,1728.01,36.13,7.3412,0.2244,5320,1.0712,,22.223,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
He2,e $^3 \Pi_{g} \ 3p\pi$,2.00130163,165598,1721.22,34.97,7.2838,0.2215,5220,1.0754,,22.223,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
He2,f $^3 \Sigma_{u}^{+} \ 3d\sigma$,2.00130163,165685,1635.77,44.41,7.071,0.246,5310,1.0914,,22.223,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
He2,f $^3 \Pi_{u} \ 3d \pi$,2.00130163,166303,1706.82,35.1,7.23,0.227,5260,1.0794,,22.223,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
He2,f $^3 \Delta_{u} \ 3d \delta$,2.00130163,165877,1661.48,44.79,7.136,0.235,5340,1.0865,,22.223,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
He2,g $^3 \Sigma_{g}^{+} \ 4 p \sigma$,2.00130163,167714,1589.92,41,7.2207,0.2478,5380,1.0801,,22.223,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
He2,h $^3 \Sigma_{u}^{+} 4 s \sigma$,2.00130163,170884,1637.9,,,0.23,5240,1.077,,22.223,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
He2,i $^3 \pi_{g} 4 p \pi$,2.00130163,171290,1637.94,35.25,7.242,0.223,5140,1.0785,,22.223,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
He2,j $^3 \Sigma_{u}^{+} \ 4d\sigma$,2.00130163,171323,1669.79,39.09,,,,,,22.223,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
He2,j $^3 \Pi_{u} \ 4d\pi$,2.00130163,171402,1680.94,40.81,7.186,0.2296,5400,1.0827,,22.223,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
He2,j $^3 \Delta_{u} \ 4d\delta$,2.001302,171573,1702.24,35.07,7.2088,0.2248,5200,1.081,,22.223,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
He2,k' $^3 \Sigma_{g}^{+} 5p\sigma$,2.00130163,172236,1686.9,38.1,7.379,0.349,5800,1.0684,,22.223,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
He2,k $^3 \Sigma_{g}^{+} \ 5s\sigma$,2.00130163,173698,1635.3,,7.232,0.23,,1.079,,22.223,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
He2,l $^3 \Pi_{g} 5 p \pi$,2.00130163,173884,1633.96,35.25,7.226,0.222,5120,1.0797,,22.223,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
He2,m $^3 \Pi_{u} 5d \pi$,2.00130163,174778,,,,,,1.091,,22.223,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
He2,n $^3 \Sigma_{g}^{+} \ 6p \sigma$,2.00130163,174389,1619.52,36.5,7.4754,0.249,7210,1.0615,,22.223,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
He2,o $^3 \Sigma_{u}^{+} 6 s \sigma$,2.00130163,176001,,,7.109,,5100,1.0885,,22.223,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
He2,p $^3 \Pi _{ g } \ 6 p \pi$,2.00130163,175281,1701.18,35.35,7.22,0.224,5140,1.0801,,22.223,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
He2,q ${}^3 \pi_{u} \ 6 d \pi$,2.00130163,176169,,,7.092,,5000,1.0898,,22.223,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
He2,r ${}^3 \Pi_{g} \ 7 p \pi$,2.00130163,176117,1700.56,35.25,7.1044,,5080,1.0889,,22.223,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
He2,s ${}^3 \Pi_{ g } \ 8 p \pi$,2.00130163,176658,1629.3,35.25,7.213,0.2234,5100,1.0806,,22.223,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
He2,t ${}^3 \Pi_{g} \ 9 p \pi$,2.00130163,177027,1629.15,35.25,7.212,0.23,5070,1.081,,22.223,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
He2,u $^3 \Pi_{ g } \ 10 p \pi$,2.00130163,177291,1628.69,35.25,7.212,0.222,5030,1.081,,22.223,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-76
HeAr,X,3.636363636,,,,,,,3.51,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Jan-76
HeKr,X,3.818181818,0,,,,,,3.75,0.00213,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Jan-76
HeNe,X,3.333333333,0,,,,,,3.21,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Jan-76
HeXe,X,3.882352941,0,,,,,,4.15,0.00217,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Jan-76
HF,X $^1\Sigma^+$,0.95705545,0,4138.32,89.88,20.9557,0.798,21.51,0.916808,5.869,16.039,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Jan-77
HF,B $^1\Sigma^+$,0.95705545,84776.65,1159.18,18.005,4.0291,0.0177,1.932,2.09086,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Jan-77
HfO,X $^1\Sigma^+$,14.68923287,0,974.09,3.228,0.386537,0.001724,2.438,1.723071,8.19,7.55,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Jan-75
HfO,A $^1\Sigma^+$,14.68923287,16616.92,914.24,3.38,0.377985,0.001827,2.587,1.742454,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Jan-75
HfO,B $^1\Pi_0$,14.68923287,17562.22,907.01,3.38,0.377537,0.0018,2.618,1.7429,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Jan-75
HfO,B $^1\Pi_0$,14.68923287,17562.22,907.01,3.38,0.37806,0.00182,2.63,1.7429,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Jan-75
Hg2,X ${ }^{1} \Sigma_{g}^{+}$,100.482247,0,36,,,,,3.3,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Jan-75
HgH,X $\sigma^{+}$,1.002761945,0,1387,83.01,5.549,0.312,,1.7404,0.376,,"Herzberg, G. and SPINKS, J.W.T., 1950. Molecular Spectra and Molecular Structure. I. Spectra of Diatomic Molecules... [Translated by John WT Spinks.]. D. Van Nostrand Company.",
HgH,A $^2 \Pi_{1/2}$,1.002761945,24578.1,2065.8,63.55,6.683,0.242,,1.585,0.376,,"Herzberg, G. and SPINKS, J.W.T., 1950. Molecular Spectra and Molecular Structure. I. Spectra of Diatomic Molecules... [Translated by John WT Spinks.]. D. Van Nostrand Company.",
HgH,A $^2 \Pi_{3/2}$,1.002761945,28256.2,2066.9,41.85,6.73,0.214,,1.58,0.376,,"Herzberg, G. and SPINKS, J.W.T., 1950. Molecular Spectra and Molecular Structure. I. Spectra of Diatomic Molecules... [Translated by John WT Spinks.]. D. Van Nostrand Company.",
HoF,X,17.0360178,0,645.28,2.603,0.26295,0.00145,1.78,1.9399,5.57,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Feb-75
HoF,A,17.0360178,19152.77,539.45,4.39,0.24591,0.00217,1.73,2.006,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Feb-75
HT,x $^1 \Sigma_{g}^{+}$,0.75,0,3597.05,81.678,40.595,1.664,,0.74142,4.52694,15.45146,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-77
I2,X ${ }^{1} \Sigma_{g}^{+}$,63.4522378,0,214.502,0.6147,0.037372,0.0001138,0.0425,2.6663,1.54238,9.311,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Jan-77
I2,A $^3 \Pi_{1u}$,63.4522378,11888,44,1,,,,,1.54238,9.311,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Jan-77
I2,B $^3 \Pi_{O^{+}u} \ q$,63.4522378,15769.01,125.697,0.7642,0.029039,0.0001582,0.0543,3.0247,1.54238,9.311,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Jan-77
